Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00   19353/20133       __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__ops::_Iter_comp_iter<get_selected_indices(std::vector<cv::Mat, std::allocator<cv::Mat> >, double*, int)::{lambda(unsigned long, unsigned long)#1}> >(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__ops::_Iter_comp_iter<get_selected_indices(std::vector<cv::Mat, std::allocator<cv::Mat> >, double*, int)::{lambda(unsigned long, unsigned long)#1}>) [94]
[25]     0.0    0.00    0.00   20133         bool __gnu_cxx::__ops::_Iter_comp_iter<get_selected_indices(std::vector<cv::Mat, std::allocator<cv::Mat> >, double*, int)::{lambda(unsigned long, unsigned long)#1}>::operator()<__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > > >(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >) [25]
                0.00    0.00   40266/69191       __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >::operator*() const [14]
                0.00    0.00   20133/22528       get_selected_indices(std::vector<cv::Mat, std::allocator<cv::Mat> >, double*, int)::{lambda(unsigned long, unsigned long)#1}::operator()(unsigned long, unsigned long) const [23]
-----------------------------------------------
                0.00    0.00    4794/14382       cv::MatCommaInitializer_<double>& cv::MatCommaInitializer_<double>::operator,<double>(double) [48]
                0.00    0.00    9588/14382       cv::MatCommaInitializer_<double>& cv::MatCommaInitializer_<double>::operator,<int>(int) [39]
[26]     0.0    0.00    0.00   14382         cv::MatIterator_<double>::operator++() [26]
                0.00    0.00   14382/14382       cv::MatConstIterator::operator++() [27]
-----------------------------------------------
                0.00    0.00   14382/14382       cv::MatIterator_<double>::operator++() [26]
[27]     0.0    0.00    0.00   14382         cv::MatConstIterator::operator++() [27]
-----------------------------------------------
                0.00    0.00    4794/14382       cv::MatCommaInitializer_<double>& cv::MatCommaInitializer_<double>::operator,<double>(double) [48]
                0.00    0.00    9588/14382       cv::MatCommaInitializer_<double>& cv::MatCommaInitializer_<double>::operator,<int>(int) [39]
[28]     0.0    0.00    0.00   14382         cv::MatIterator_<double>::operator*() const [28]
-----------------------------------------------
                0.00    0.00      15/14224       void std::__insertion_sort<__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__ops::_Iter_comp_iter<get_selected_indices(std::vector<cv::Mat, std::allocator<cv::Mat> >, double*, int)::{lambda(unsigned long, unsigned long)#1}> >(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__ops::_Iter_comp_iter<get_selected_indices(std::vector<cv::Mat, std::allocator<cv::Mat> >, double*, int)::{lambda(unsigned long, unsigned long)#1}>) [221]
                0.00    0.00    2382/14224       void std::__unguarded_insertion_sort<__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__ops::_Iter_comp_iter<get_selected_indices(std::vector<cv::Mat, std::allocator<cv::Mat> >, double*, int)::{lambda(unsigned long, unsigned long)#1}> >(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__ops::_Iter_comp_iter<get_selected_indices(std::vector<cv::Mat, std::allocator<cv::Mat> >, double*, int)::{lambda(unsigned long, unsigned long)#1}>) [231]
                0.00    0.00    2398/14224       void std::iota<__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, int>(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, int) [236]
                0.00    0.00    9429/14224       __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__ops::_Iter_comp_iter<get_selected_indices(std::vector<cv::Mat, std::allocator<cv::Mat> >, double*, int)::{lambda(unsigned long, unsigned long)#1}> >(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__ops::_Iter_comp_iter<get_selected_indices(std::vector<cv::Mat, std::allocator<cv::Mat> >, double*, int)::{lambda(unsigned long, unsigned long)#1}>) [94]
[29]     0.0    0.00    0.00   14224         __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >::operator++() [29]
-----------------------------------------------
                0.00    0.00      39/13700       void std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_realloc_insert<cv::Mat const&>(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, cv::Mat const&) [119]
                0.00    0.00    4770/13700       std::vector<cv::Mat, std::allocator<cv::Mat> >::push_back(cv::Mat const&) [57]
                0.00    0.00    8891/13700       void std::_Construct<cv::Mat, cv::Mat const&>(cv::Mat*, cv::Mat const&) [40]
[30]     0.0    0.00    0.00   13700         cv::Mat const& std::forward<cv::Mat const&>(std::remove_reference<cv::Mat const&>::type&) [30]
-----------------------------------------------
                0.00    0.00    2395/12064       void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__ops::_Val_comp_iter<get_selected_indices(std::vector<cv::Mat, std::allocator<cv::Mat> >, double*, int)::{lambda(unsigned long, unsigned long)#1}> >(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__ops::_Val_comp_iter<get_selected_indices(std::vector<cv::Mat, std::allocator<cv::Mat> >, double*, int)::{lambda(unsigned long, unsigned long)#1}>) [83]
                0.00    0.00    9669/12064       __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__ops::_Iter_comp_iter<get_selected_indices(std::vector<cv::Mat, std::allocator<cv::Mat> >, double*, int)::{lambda(unsigned long, unsigned long)#1}> >(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__ops::_Iter_comp_iter<get_selected_indices(std::vector<cv::Mat, std::allocator<cv::Mat> >, double*, int)::{lambda(unsigned long, unsigned long)#1}>) [94]
[31]     0.0    0.00    0.00   12064         __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >::operator--() [31]
-----------------------------------------------
                0.00    0.00       1/11290       void std::_Construct<unsigned long>(unsigned long*) [210]
                0.00    0.00      13/11290       void std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_realloc_insert<cv::Mat const&>(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, cv::Mat const&) [119]
                0.00    0.00    2385/11290       std::vector<cv::Mat, std::allocator<cv::Mat> >::push_back(cv::Mat const&) [57]
                0.00    0.00    8891/11290       void std::_Construct<cv::Mat, cv::Mat const&>(cv::Mat*, cv::Mat const&) [40]
[32]     0.0    0.00    0.00   11290         operator new(unsigned long, void*) [32]
-----------------------------------------------
                0.00    0.00   11289/11289       void std::_Destroy_aux<false>::__destroy<cv::Mat*>(cv::Mat*, cv::Mat*) [111]
[33]     0.0    0.00    0.00   11289         void std::_Destroy<cv::Mat>(cv::Mat*) [33]
-----------------------------------------------
                0.00    0.00    9669/9669        __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__ops::_Iter_comp_iter<get_selected_indices(std::vector<cv::Mat, std::allocator<cv::Mat> >, double*, int)::{lambda(unsigned long, unsigned long)#1}> >(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__ops::_Iter_comp_iter<get_selected_indices(std::vector<cv::Mat, std::allocator<cv::Mat> >, double*, int)::{lambda(unsigned long, unsigned long)#1}>) [94]
[34]     0.0    0.00    0.00    9669         bool __gnu_cxx::operator< <unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > > const&, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > > const&) [34]
                0.00    0.00   19338/30486       __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >::base() const [21]
-----------------------------------------------
                0.00    0.00    9669/9669        void std::iter_swap<__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > > >(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >) [36]
[35]     0.0    0.00    0.00    9669         std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<unsigned long> >, std::is_move_constructible<unsigned long>, std::is_move_assignable<unsigned long> >::value, void>::type std::swap<unsigned long>(unsigned long&, unsigned long&) [35]
                0.00    0.00   29007/33802       std::remove_reference<unsigned long&>::type&& std::move<unsigned long&>(unsigned long&) [17]
-----------------------------------------------
                0.00    0.00     255/9669        void std::__move_median_to_first<__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__ops::_Iter_comp_iter<get_selected_indices(std::vector<cv::Mat, std::allocator<cv::Mat> >, double*, int)::{lambda(unsigned long, unsigned long)#1}> >(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__ops::_Iter_comp_iter<get_selected_indices(std::vector<cv::Mat, std::allocator<cv::Mat> >, double*, int)::{lambda(unsigned long, unsigned long)#1}>) [95]
                0.00    0.00    9414/9669        __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__ops::_Iter_comp_iter<get_selected_indices(std::vector<cv::Mat, std::allocator<cv::Mat> >, double*, int)::{lambda(unsigned long, unsigned long)#1}> >(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__ops::_Iter_comp_iter<get_selected_indices(std::vector<cv::Mat, std::allocator<cv::Mat> >, double*, int)::{lambda(unsigned long, unsigned long)#1}>) [94]
[36]     0.0    0.00    0.00    9669         void std::iter_swap<__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > > >(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >) [36]
                0.00    0.00   19338/69191       __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >::operator*() const [14]
                0.00    0.00    9669/9669        std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<unsigned long> >, std::is_move_constructible<unsigned long>, std::is_move_assignable<unsigned long> >::value, void>::type std::swap<unsigned long>(unsigned long&, unsigned long&) [35]
-----------------------------------------------
                0.00    0.00    9596/9596        bool __gnu_cxx::operator!=<cv::Mat const*, std::vector<cv::Mat, std::allocator<cv::Mat> > >(__gnu_cxx::__normal_iterator<cv::Mat const*, std::vector<cv::Mat, std::allocator<cv::Mat> > > const&, __gnu_cxx::__normal_iterator<cv::Mat const*, std::vector<cv::Mat, std::allocator<cv::Mat> > > const&) [44]
[37]     0.0    0.00    0.00    9596         __gnu_cxx::__normal_iterator<cv::Mat const*, std::vector<cv::Mat, std::allocator<cv::Mat> > >::base() const [37]
-----------------------------------------------
                0.00    0.00    2397/9591        align_frame(cv::Mat, cv::Point_<int>, cv::Point_<int>) [59]
                0.00    0.00    2398/9591        get_avg_gradient_mag(cv::Mat) [2]
                0.00    0.00    4796/9591        get_planet_mask(cv::Mat) [45]
[38]     0.0    0.00    0.00    9591         cv::Size_<int>::Size_(int, int) [38]
-----------------------------------------------
                0.00    0.00    2397/9588        cv::MatCommaInitializer_<double> cv::operator<< <double, int>(cv::Mat_<double> const&, int) [74]
                0.00    0.00    7191/9588        align_frame(cv::Mat, cv::Point_<int>, cv::Point_<int>) [59]
[39]     0.0    0.00    0.00    9588         cv::MatCommaInitializer_<double>& cv::MatCommaInitializer_<double>::operator,<int>(int) [39]
                0.00    0.00    9588/14382       cv::MatIterator_<double>::operator*() const [28]
                0.00    0.00    9588/14382       cv::MatIterator_<double>::operator++() [26]
-----------------------------------------------
                0.00    0.00    4095/8891        cv::Mat* std::__do_uninit_copy<cv::Mat const*, cv::Mat*>(cv::Mat const*, cv::Mat const*, cv::Mat*) [107]
                0.00    0.00    4796/8891        cv::Mat* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<cv::Mat const*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, cv::Mat*>(__gnu_cxx::__normal_iterator<cv::Mat const*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, __gnu_cxx::__normal_iterator<cv::Mat const*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, cv::Mat*) [167]
[40]     0.0    0.00    0.00    8891         void std::_Construct<cv::Mat, cv::Mat const&>(cv::Mat*, cv::Mat const&) [40]
                0.00    0.00    8891/11290       operator new(unsigned long, void*) [32]
                0.00    0.00    8891/13700       cv::Mat const& std::forward<cv::Mat const&>(std::remove_reference<cv::Mat const&>::type&) [30]
-----------------------------------------------
                0.00    0.00       1/7195        stack_images(std::vector<cv::Mat, std::allocator<cv::Mat> >, std::vector<unsigned long, std::allocator<unsigned long> >) [6]
                0.00    0.00    7194/7195        get_avg_gradient_mag(cv::Mat) [2]
[41]     0.0    0.00    0.00    7195         cv::MatExpr::~MatExpr() [41]
-----------------------------------------------
                0.00    0.00       1/7195        stack_images(std::vector<cv::Mat, std::allocator<cv::Mat> >, std::vector<unsigned long, std::allocator<unsigned long> >) [6]
                0.00    0.00    7194/7195        get_avg_gradient_mag(cv::Mat) [2]
[42]     0.0    0.00    0.00    7195         cv::MatExpr::operator cv::Mat() const [42]
-----------------------------------------------
                0.00    0.00       1/4799        void std::__sort<__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__ops::_Iter_comp_iter<get_selected_indices(std::vector<cv::Mat, std::allocator<cv::Mat> >, double*, int)::{lambda(unsigned long, unsigned long)#1}> >(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__ops::_Iter_comp_iter<get_selected_indices(std::vector<cv::Mat, std::allocator<cv::Mat> >, double*, int)::{lambda(unsigned long, unsigned long)#1}>) [238]
                0.00    0.00      16/4799        void std::__insertion_sort<__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__ops::_Iter_comp_iter<get_selected_indices(std::vector<cv::Mat, std::allocator<cv::Mat> >, double*, int)::{lambda(unsigned long, unsigned long)#1}> >(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__ops::_Iter_comp_iter<get_selected_indices(std::vector<cv::Mat, std::allocator<cv::Mat> >, double*, int)::{lambda(unsigned long, unsigned long)#1}>) [221]
                0.00    0.00    2383/4799        void std::__unguarded_insertion_sort<__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__ops::_Iter_comp_iter<get_selected_indices(std::vector<cv::Mat, std::allocator<cv::Mat> >, double*, int)::{lambda(unsigned long, unsigned long)#1}> >(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__ops::_Iter_comp_iter<get_selected_indices(std::vector<cv::Mat, std::allocator<cv::Mat> >, double*, int)::{lambda(unsigned long, unsigned long)#1}>) [231]
                0.00    0.00    2399/4799        void std::iota<__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, int>(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, int) [236]
[43]     0.0    0.00    0.00    4799         bool __gnu_cxx::operator!=<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > > const&, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > > const&) [43]
                0.00    0.00    9598/30486       __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >::base() const [21]
-----------------------------------------------
                0.00    0.00    4798/4798        cv::Mat* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<cv::Mat const*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, cv::Mat*>(__gnu_cxx::__normal_iterator<cv::Mat const*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, __gnu_cxx::__normal_iterator<cv::Mat const*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, cv::Mat*) [167]
[44]     0.0    0.00    0.00    4798         bool __gnu_cxx::operator!=<cv::Mat const*, std::vector<cv::Mat, std::allocator<cv::Mat> > >(__gnu_cxx::__normal_iterator<cv::Mat const*, std::vector<cv::Mat, std::allocator<cv::Mat> > > const&, __gnu_cxx::__normal_iterator<cv::Mat const*, std::vector<cv::Mat, std::allocator<cv::Mat> > > const&) [44]
                0.00    0.00    9596/9596        __gnu_cxx::__normal_iterator<cv::Mat const*, std::vector<cv::Mat, std::allocator<cv::Mat> > >::base() const [37]
-----------------------------------------------
                0.00    0.00    2398/4796        get_avg_gradient_mag(cv::Mat) [2]
                0.00    0.00    2398/4796        get_center_of_mass(cv::Mat) [55]
[45]     0.0    0.00    0.00    4796         get_planet_mask(cv::Mat) [45]
                0.00    0.00    9592/28775       cv::_OutputArray::_OutputArray(cv::Mat&) [22]
                0.00    0.00    9592/33570       cv::_InputArray::_InputArray(cv::Mat const&) [18]
                0.00    0.00    9592/64744       cv::_InputArray::~_InputArray() [15]
                0.00    0.00    9592/31174       cv::_OutputArray::~_OutputArray() [20]
                0.00    0.00    4796/9591        cv::Size_<int>::Size_(int, int) [38]
-----------------------------------------------
                0.00    0.00    4796/4796        cv::Mat* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<cv::Mat const*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, cv::Mat*>(__gnu_cxx::__normal_iterator<cv::Mat const*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, __gnu_cxx::__normal_iterator<cv::Mat const*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, cv::Mat*) [167]
[46]     0.0    0.00    0.00    4796         __gnu_cxx::__normal_iterator<cv::Mat const*, std::vector<cv::Mat, std::allocator<cv::Mat> > >::operator++() [46]
-----------------------------------------------
                0.00    0.00    4796/4796        cv::Mat* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<cv::Mat const*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, cv::Mat*>(__gnu_cxx::__normal_iterator<cv::Mat const*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, __gnu_cxx::__normal_iterator<cv::Mat const*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, cv::Mat*) [167]
[47]     0.0    0.00    0.00    4796         __gnu_cxx::__normal_iterator<cv::Mat const*, std::vector<cv::Mat, std::allocator<cv::Mat> > >::operator*() const [47]
-----------------------------------------------
                0.00    0.00    4794/4794        align_frame(cv::Mat, cv::Point_<int>, cv::Point_<int>) [59]
[48]     0.0    0.00    0.00    4794         cv::MatCommaInitializer_<double>& cv::MatCommaInitializer_<double>::operator,<double>(double) [48]
                0.00    0.00    4794/14382       cv::MatIterator_<double>::operator*() const [28]
                0.00    0.00    4794/14382       cv::MatIterator_<double>::operator++() [26]
-----------------------------------------------
                0.00    0.00    4794/4794        align_frame(cv::Mat, cv::Point_<int>, cv::Point_<int>) [59]
[49]     0.0    0.00    0.00    4794         cv::Mat_<double>::~Mat_() [49]
-----------------------------------------------
                0.00    0.00    1200/3597        stack_images(std::vector<cv::Mat, std::allocator<cv::Mat> >, std::vector<unsigned long, std::allocator<unsigned long> >) [6]
                0.00    0.00    2397/3597        cv::MatConstIterator::MatConstIterator(cv::Mat const*) [62]
[50]     0.0    0.00    0.00    3597         cv::Mat::isContinuous() const [50]
-----------------------------------------------
                0.00    0.00    2399/2399        cv::_InputOutputArray::_InputOutputArray(cv::Mat&) [52]
[51]     0.0    0.00    0.00    2399         cv::_OutputArray::_OutputArray() [51]
                0.00    0.00    2399/31174       cv::_InputArray::_InputArray() [19]
                0.00    0.00    2399/98317       cv::_InputArray::init(int, void const*) [13]
-----------------------------------------------
                0.00    0.00       1/2399        stack_images(std::vector<cv::Mat, std::allocator<cv::Mat> >, std::vector<unsigned long, std::allocator<unsigned long> >) [6]
                0.00    0.00    2398/2399        preprocess(cv::Mat) [54]
[52]     0.0    0.00    0.00    2399         cv::_InputOutputArray::_InputOutputArray(cv::Mat&) [52]
                0.00    0.00    2399/2399        cv::_OutputArray::_OutputArray() [51]
                0.00    0.00    2399/98317       cv::_InputArray::init(int, void const*) [13]
-----------------------------------------------
                0.00    0.00       1/2399        stack_images(std::vector<cv::Mat, std::allocator<cv::Mat> >, std::vector<unsigned long, std::allocator<unsigned long> >) [6]
                0.00    0.00    2398/2399        preprocess(cv::Mat) [54]
[53]     0.0    0.00    0.00    2399         cv::_InputOutputArray::~_InputOutputArray() [53]
                0.00    0.00    2399/31174       cv::_OutputArray::~_OutputArray() [20]
-----------------------------------------------
                0.00    0.00    2398/2398        main [1]
[54]     0.0    0.00    0.00    2398         preprocess(cv::Mat) [54]
                0.00    0.00    2398/2399        cv::_InputOutputArray::_InputOutputArray(cv::Mat&) [52]
                0.00    0.00    2398/33570       cv::_InputArray::_InputArray(cv::Mat const&) [18]
                0.00    0.00    2398/2399        cv::_InputOutputArray::~_InputOutputArray() [53]
                0.00    0.00    2398/64744       cv::_InputArray::~_InputArray() [15]
-----------------------------------------------
                0.00    0.00    2398/2398        main [1]
[55]     0.0    0.00    0.00    2398         get_center_of_mass(cv::Mat) [55]
                0.00    0.00    4796/33570       cv::_InputArray::_InputArray(cv::Mat const&) [18]
                0.00    0.00    4796/64744       cv::_InputArray::~_InputArray() [15]
                0.00    0.00    2398/4796        get_planet_mask(cv::Mat) [45]
                0.00    0.00    2398/28775       cv::_OutputArray::_OutputArray(cv::Mat&) [22]
                0.00    0.00    2398/31174       cv::_OutputArray::~_OutputArray() [20]
                0.00    0.00    2398/2398        std::abs(double) [58]
                0.00    0.00    2398/2398        cv::Point_<int>::Point_(int, int) [56]
-----------------------------------------------
                0.00    0.00    2398/2398        get_center_of_mass(cv::Mat) [55]
[56]     0.0    0.00    0.00    2398         cv::Point_<int>::Point_(int, int) [56]
-----------------------------------------------
                0.00    0.00    2398/2398        main [1]
[57]     0.0    0.00    0.00    2398         std::vector<cv::Mat, std::allocator<cv::Mat> >::push_back(cv::Mat const&) [57]
                0.00    0.00    4770/13700       cv::Mat const& std::forward<cv::Mat const&>(std::remove_reference<cv::Mat const&>::type&) [30]
                0.00    0.00    2385/11290       operator new(unsigned long, void*) [32]
                0.00    0.00      13/13          std::vector<cv::Mat, std::allocator<cv::Mat> >::end() [120]
                0.00    0.00      13/13          void std::vector<cv::Mat, std::allocator<cv::Mat> >::_M_realloc_insert<cv::Mat const&>(__gnu_cxx::__normal_iterator<cv::Mat*, std::vector<cv::Mat, std::allocator<cv::Mat> > >, cv::Mat const&) [119]
-----------------------------------------------
                0.00    0.00    2398/2398        get_center_of_mass(cv::Mat) [55]
[58]     0.0    0.00    0.00    2398         std::abs(double) [58]
-----------------------------------------------
                0.00    0.00    2397/2397        main [1]
[59]     0.0    0.00    0.00    2397         align_frame(cv::Mat, cv::Point_<int>, cv::Point_<int>) [59]
                0.00    0.00    7191/33570       cv::_InputArray::_InputArray(cv::Mat const&) [18]
                0.00    0.00    7191/64744       cv::_InputArray::~_InputArray() [15]
                0.00    0.00    7191/9588        cv::MatCommaInitializer_<double>& cv::MatCommaInitializer_<double>::operator,<int>(int) [39]
                0.00    0.00    4794/28775       cv::_OutputArray::_OutputArray(cv::Mat&) [22]
                0.00    0.00    4794/31174       cv::_OutputArray::~_OutputArray() [20]
                0.00    0.00    4794/4794        cv::MatCommaInitializer_<double>& cv::MatCommaInitializer_<double>::operator,<double>(double) [48]
